0.0025 0.0824865 0.617351 0.187848 0.000412432 0.00308676 0.000939239
0.0075 0.00543675 0.435825 0.215685 0.000439616 0.00526588 0.00201766
0.0125 0.0909906 0.101294 0.166572 0.000894569 0.00577235 0.00285052
0.0175 0.0225624 0.0513876 0.114268 0.00100738 0.00602929 0.00342186
0.0225 0.161895 0.142259 0.029145 0.00181686 0.00674058 0.00356759
0.0275 0.426882 0.00597143 0.272792 0.00395127 0.00677044 0.00493155
0.0325 0.325417 0 0.774271 0.00557835 0.00677044 0.0088029
0.0375 1.51681 0 0.28732 0.0131624 0.00677044 0.0102395
0.0425 0.0193227 0.183751 0.27363 0.013259 0.0076892 0.0116077
0.0475 1.87931 0.253056 0 0.0226556 0.00895448 0.0116077
0.0525 0.966025 0.253038 0.0157898 0.0274857 0.0102197 0.0116866
0.0575 1.83377 0.154046 0.00515484 0.0366546 0.0109899 0.0117124
0.0625 1.18428 0.126168 0.191238 0.042576 0.0116207 0.0126686
0.0675 0.015651 0.234594 0.437219 0.0426543 0.0127937 0.0148547
0.0725 1.39646 0.107391 0.199001 0.0496366 0.0133307 0.0158497
0.0775 0.093163 0.0899367 0.0897438 0.0501024 0.0137803 0.0162984
0.0825 0.0189966 0.0255415 0.0219162 0.0501974 0.013908 0.016408
0.0875 0.288045 0.00515949 0.516229 0.0516376 0.0139338 0.0189891
0.0925 1.50338 0.385225 0.765712 0.0591545 0.01586 0.0228177
0.0975 0.764127 0.494285 0.493968 0.0629751 0.0183314 0.0252875
0.1025 0.142171 0.0097886 0.0104063 0.063686 0.0183803 0.0253395
0.1075 0.000275132 0.000157784 4.78301e-09 0.0636874 0.0183811 0.0253395
0.1125 0.000148618 0 5.45444e-09 0.0636881 0.0183811 0.0253395
0.1175 0.0509906 0.0912982 0.0494379 0.0639431 0.0188376 0.0255867
0.1225 0.129987 0.362813 0.129986 0.064593 0.0206517 0.0262367
0.1275 0.0114181 0.246883 0.00722865 0.0646501 0.0218861 0.0262728
0.1325 0.453581 0.773967 0.448741 0.066918 0.0257559 0.0285165
0.1375 0.321579 0.59705 0.336895 0.0685259 0.0287412 0.030201
0.1425 0.000916343 0.000980269 0.00496033 0.0685305 0.0287461 0.0302258
0.1475 0.035728 0.116504 0.0454363 0.0687091 0.0293286 0.030453
0.1525 0.0362776 0.0414034 0.0353387 0.0688905 0.0295356 0.0306297
0.1575 4.23735e-05 0.00504663 3.37218e-05 0.0688907 0.0295609 0.0306298
0.1625 7.86149e-09 0.000832527 0 0.0688907 0.029565 0.0306298
0.1675 3.1627e-13 0.0679485 0 0.0688907 0.0299048 0.0306298
0.1725 6.34006e-13 0.950592 0 0.0688907 0.0346577 0.0306298
0.1775 0 1.18139 0 0.0688907 0.0405647 0.0306298
0.1825 8.74681e-09 1.22784 0 0.0688907 0.0467039 0.0306298
0.1875 9.06506e-09 0.0385305 0 0.0688907 0.0468965 0.0306298
0.1925 0.0486079 0.0467691 0.0485016 0.0691338 0.0471304 0.0308723
0.1975 0.178769 0.173419 0.170937 0.0700276 0.0479975 0.031727
0.2025 0.0566564 0.0864004 0.0519022 0.0703109 0.0484295 0.0319865
0.2075 0.0175465 0.0112577 0.0100067 0.0703986 0.0484858 0.0320366
0.2125 0.930568 0.920698 0.921885 0.0750515 0.0530893 0.036646
0.2175 1.32007 1.30723 1.29983 0.0816518 0.0596254 0.0431452
0.2225 2.11538 2.31554 2.08437 0.0922287 0.0712031 0.053567
0.2275 0.706373 1.46666 0.692391 0.0957605 0.0785364 0.057029
0.2325 0.818718 2.42921 0.751719 0.0998541 0.0906824 0.0607876
0.2375 0.286804 1.30005 0.171892 0.101288 0.0971827 0.061647
0.2425 0.0132648 0.0133845 0.0188281 0.101354 0.0972496 0.0617412
0.2475 0.157696 0.0129662 0 0.102143 0.0973145 0.0617412
0.2525 0.565659 0.079921 1.21736 0.104971 0.0977141 0.067828
0.2575 1.39633 0.820348 1.43006 0.111953 0.101816 0.0749783
0.2625 2.39336 0.00385866 0.852743 0.12392 0.101835 0.079242
0.2675 0.394798 0.0277238 0.973284 0.125894 0.101974 0.0841084
0.2725 1.71207 0.0287709 1.45246 0.134454 0.102118 0.0913707
0.2775 4.31472e-05 1.06536e-08 0.418618 0.134454 0.102118 0.0934638
0.2825 0.0126996 0.00246154 1.43021 0.134518 0.10213 0.100615
0.2875 0.63179 0 0.939229 0.137677 0.10213 0.105311
0.2925 0.324161 0 0.416452 0.139298 0.10213 0.107393
0.2975 1.33773 0.0238698 0.0385594 0.145986 0.102249 0.107586
0.3025 0.863815 0.00729636 0.377012 0.150305 0.102286 0.109471
0.3075 1.14621 8.54929e-09 0.0103672 0.156036 0.102286 0.109523
0.3125 0.879647 0 0.349902 0.160435 0.102286 0.111272
0.3175 0.154921 1.61048e-07 0.138003 0.161209 0.102286 0.111962
0.3225 0.687971 0.0103435 0.438816 0.164649 0.102337 0.114157
0.3275 1.07934 0.136177 0.298426 0.170046 0.103018 0.115649
0.3325 2.41713 0.445212 0.653861 0.182131 0.105244 0.118918
0.3375 2.02714 0.101322 1.38607 0.192267 0.105751 0.125848
0.3425 2.6615 0.220855 2.83358 0.205575 0.106855 0.140016
0.3475 8.54924 8.57393 7.6681 0.248321 0.149725 0.178357
0.3525 38.3297 39.095 39.6094 0.439969 0.3452 0.376404
0.3575 11.6347 15.4309 14.2593 0.498143 0.422355 0.4477
0.3625 2.43427 5.92808 3.51393 0.510314 0.451995 0.46527
0.3675 1.94199 1.89565 4.40669 0.520024 0.461473 0.487303
0.3725 2.13257 1.10419 1.39191 0.530687 0.466994 0.494263
0.3775 0.0385079 0.811485 0.480217 0.53088 0.471052 0.496664
0.3825 0.200247 0.555379 0.397636 0.531881 0.473829 0.498652
0.3875 1.06316 0.119218 2.29859 0.537197 0.474425 0.510145
0.3925 0.671287 1.32721e-08 0.000124438 0.540553 0.474425 0.510146
0.3975 0.434134 0.894351 2.9885e-05 0.542724 0.478896 0.510146
0.4025 1.13113 1.22582 0 0.548379 0.485026 0.510146
0.4075 0.903114 0.827425 0 0.552895 0.489163 0.510146
0.4125 5.0737e-10 1.37789 0 0.552895 0.496052 0.510146
0.4175 0.0808304 0.965836 0.0761669 0.553299 0.500881 0.510527
0.4225 0.167203 2.21923 0.163366 0.554135 0.511977 0.511343
0.4275 0.196881 1.55181 0.206239 0.555119 0.519737 0.512375
0.4325 0.759906 0.775626 0.773173 0.558919 0.523615 0.516241
0.4375 0.873748 0.837987 0.867085 0.563288 0.527805 0.520576
0.4425 1.65284 1.61738 1.61597 0.571552 0.535891 0.528656
0.4475 7.99775 8.03439 7.92742 0.611541 0.576063 0.568293
0.4525 2.42972 2.54169 2.57293 0.623689 0.588772 0.581158
0.4575 0.991064 0.992518 0.97614 0.628645 0.593734 0.586038
0.4625 0.131767 0.115203 0.147011 0.629303 0.59431 0.586773
0.4675 0.200554 0.196168 0.186517 0.630306 0.595291 0.587706
0.4725 0.136226 0.107197 0.108511 0.630987 0.595827 0.588248
0.4775 0.429559 0.409484 0.412677 0.633135 0.597875 0.590312
0.4825 0.000751585 0.000676944 0.000761088 0.633139 0.597878 0.590316
0.4875 6.88783e-08 0 0 0.633139 0.597878 0.590316
0.4925 0 0 0 0.633139 0.597878 0.590316
0.4975 0.00749244 0.0073197 0.00742576 0.633176 0.597915 0.590353
0.5025 0.0466563 0.101543 0.0460602 0.63341 0.598422 0.590583
0.5075 0.0136532 0.00642726 0.00341726 0.633478 0.598455 0.5906
0.5125 2.20259e-08 5.32221e-08 2.174e-07 0.633478 0.598455 0.5906
0.5175 5.64994e-09 0 2.75298e-07 0.633478 0.598455 0.5906
0.5225 0.000206151 0.0982509 5.55411e-08 0.633479 0.598946 0.5906
0.5275 0.851348 0.984029 0.872994 0.637736 0.603866 0.594965
0.5325 0.00631066 1.39015 0 0.637767 0.610817 0.594965
0.5375 0.0107563 0.00250341 0.00324722 0.637821 0.610829 0.594981
0.5425 0.00548431 0.00424898 0.00375902 0.637848 0.61085 0.595
0.5475 0 0 0 0.637848 0.61085 0.595
0.5525 0 0 0.0211938 0.637848 0.61085 0.595106
0.5575 0 0 0 0.637848 0.61085 0.595106
0.5625 0 0 0 0.637848 0.61085 0.595106
0.5675 1.13367 1.10759 1.10396 0.643517 0.616388 0.600626
0.5725 4.75381 4.69643 4.6342 0.667286 0.639871 0.623797
0.5775 0.569618 0.797867 0.660564 0.670134 0.64386 0.6271
0.5825 0.526786 1.53663 0.526624 0.672768 0.651543 0.629733
0.5875 0.864147 1.66789 0.865836 0.677089 0.659883 0.634062
0.5925 0.196035 0.261413 0.0105 0.678069 0.66119 0.634115
0.5975 0.605164 0.249744 0.0157657 0.681095 0.662438 0.634193
0.6025 1.13477 0.000243628 0.00123333 0.686768 0.66244 0.6342
0.6075 0.617817 9.63778e-05 0 0.689857 0.66244 0.6342
0.6125 0.215301 2.87987e-05 0.00354132 0.690934 0.66244 0.634217
0.6175 1.46206 4.15912e-09 2.20548 0.698244 0.66244 0.645245
0.6225 0.0802723 0.0774457 1.22313 0.698646 0.662827 0.65136
0.6275 0.0488213 0.044623 0.0445686 0.69889 0.663051 0.651583
0.6325 0 4.77029e-05 4.12849e-05 0.69889 0.663051 0.651583
0.6375 0.0181451 6.21295e-05 0.950567 0.69898 0.663051 0.656336
0.6425 0.149837 0 1.96039 0.69973 0.663051 0.666138
0.6475 0.147084 8.78497e-05 0.628388 0.700465 0.663052 0.66928
0.6525 0.0414997 2.26551e-05 0.0189938 0.700673 0.663052 0.669375
0.6575 0.0358904 0 3.65399e-05 0.700852 0.663052 0.669375
0.6625 0.583036 0.53437 0.520724 0.703767 0.665724 0.671979
0.6675 1.57019 1.35758 1.34917 0.711618 0.672511 0.678725
0.6725 0.67782 0.442386 0.427077 0.715007 0.674723 0.68086
0.6775 0.472817 0.00769908 0.437553 0.717371 0.674762 0.683048
0.6825 0.0499518 0.00542514 0.391273 0.717621 0.674789 0.685004
0.6875 0.0176625 0.0105439 0.1154 0.717709 0.674842 0.685581
0.6925 4.01073 0.00752498 0.00902769 0.737763 0.674879 0.685626
0.6975 5.59751 0 0.13645 0.765751 0.674879 0.686309
